call_id,transcription,agent_notes,Fraud Tactics,Unnamed: 4
T00000218,"Fraudster (F): Hi, I need to apply for financial aid and verify my account details. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Mason Brown, and my phone number is (555) 345-8901. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This application is urgent.",Fake Financial Aid Application Fraud,"Urgency, Common Name, Lack of Information",
T00000219,"Fraudster (F): Hi, I need to verify my account details to make an online payment. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Sophia Black, and my phone number is (555) 456-9012. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This payment is urgent.",Fake Online Payment Verification Fraud,"Urgency, Common Name, Lack of Information",
T00000220,"Fraudster (F): Hi, I need to verify my account details to book a wedding venue. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Henry White, and my phone number is (555) 567-0123. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This booking is urgent.",Fake Wedding Venue Booking Fraud,"Urgency, Common Name, Lack of Information",
T00000221,"Fraudster (F): Hi, I need to apply for a business loan and verify my account details. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Chloe Green, and my phone number is (555) 678-1234. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This application is urgent.",Fake Business Loan Application Fraud,"Urgency, Common Name, Lack of Information",
T00000222,"Fraudster (F): Hi, I need to verify my account details to purchase concert tickets. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Lucas Brown, and my phone number is (555) 789-2345. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This purchase is urgent.",Fake Concert Ticket Purchase Fraud,"Urgency, Common Name, Lack of Information",
T00000223,"Fraudster (F): Hi, I need to file a medical insurance claim and verify my account details. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Mia Black, and my phone number is (555) 890-3456. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This claim is urgent.",Fake Medical Insurance Claim Fraud,"Urgency, Common Name, Lack of Information",
T00000224,"Fraudster (F): Hi, I need to apply for an apartment rental and verify my account details. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Noah White, and my phone number is (555) 901-4567. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This application is urgent.",Fake Apartment Rental Application Fraud,"Urgency, Common Name, Lack of Information",
T00000225,"Fraudster (F): Hi, I need to set up mobile payments and verify my account details. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Emma Green, and my phone number is (555) 012-5678. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This setup is urgent.",Fake Mobile Payment Setup Fraud,"Urgency, Common Name, Lack of Information",
T00000226,"Fraudster (F): Hi, I need to increase my credit line and verify my account details. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Ethan Brown, and my phone number is (555) 123-6789. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This increase is urgent.",Fake Credit Line Increase Fraud,"Urgency, Common Name, Lack of Information",
T00000227,"Fraudster (F): Hi, I need to verify my business account details for a transaction. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Ava Black, and my phone number is (555) 234-7890. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This transaction is urgent.",Fake Business Account Verification Fraud,"Urgency, Common Name, Lack of Information",
T00000228,"Fraudster (F): Hi, I need to verify my account details to receive my social security benefits. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Mason White, and my phone number is (555) 345-8901. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This verification is urgent.",Fake Social Security Benefits Fraud,"Urgency, Common Name, Lack of Information",
T00000229,"Fraudster (F): Hi, I need to verify my account details to pay my taxes. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Sophia Green, and my phone number is (555) 456-9012. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This payment is urgent.",Fake Tax Payment Fraud,"Urgency, Common Name, Lack of Information",
T00000230,"Fraudster (F): Hi, I need to apply for a home renovation loan and verify my account details. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Henry Brown, and my phone number is (555) 567-0123. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This loan application is urgent.",Fake Home Renovation Loan Fraud,"Urgency, Common Name, Lack of Information",
T00000231,"Fraudster (F): Hi, I need to verify my account details to pay school tuition. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Henry Brown, and my phone number is (555) 567-0123. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This payment is urgent.",Fake School Tuition Payment Fraud,"Urgency, Common Name, Lack of Information",
T00000232,"Fraudster (F): Hi, I'm calling to settle a debt collection and need to verify my account details. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Ava White, and my phone number is (555) 678-2345. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This settlement is urgent.",Fake Debt Collection Settlement Fraud,"Urgency, Common Name, Lack of Information",
T00000233,"Fraudster (F): Hi, I need to file a travel insurance claim and verify my account details. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Noah Green, and my phone number is (555) 789-3456. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This claim is urgent.",Fake Travel Insurance Claim Fraud,"Urgency, Common Name, Lack of Information",
T00000234,"Fraudster (F): Hi, I received a fraud alert on my credit card and need to verify my account details. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Emma Brown, and my phone number is (555) 890-4567. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This alert is urgent.",Fake Credit Card Fraud Alert,"Urgency, Common Name, Lack of Information",
T00000235,"Fraudster (F): Hi, I need to verify my account details to process a refund for an online purchase. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Ethan Black, and my phone number is (555) 901-5678. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This refund is urgent.",Fake Online Shopping Refund Fraud,"Urgency, Common Name, Lack of Information",
T00000236,"Fraudster (F): Hi, I need to verify my account details to purchase tickets for a charity event. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Mia White, and my phone number is (555) 012-6789. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This purchase is urgent.",Fake Charity Event Ticket Fraud,"Urgency, Common Name, Lack of Information",
T00000237,"Fraudster (F): Hi, I need to verify my account details to cover expenses for a business trip. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Lucas Green, and my phone number is (555) 123-7890. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This expense is urgent.",Fake Business Trip Expense Fraud,"Urgency, Common Name, Lack of Information",
T00000238,"Fraudster (F): Hi, I need to verify my account details to purchase medical equipment. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Sophia Brown, and my phone number is (555) 234-8901. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This purchase is urgent.",Fake Medical Equipment Purchase Fraud,"Urgency, Common Name, Lack of Information",
T00000239,"Fraudster (F): Hi, I need to verify my account details for my car insurance policy. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Henry Black, and my phone number is (555) 345-9012. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This verification is urgent.",Fake Car Insurance Verification Fraud,"Urgency, Common Name, Lack of Information",
T00000240,"Fraudster (F): Hi, I need to verify my account details to access my employee benefits. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Emma White, and my phone number is (555) 456-0123. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This access is urgent.",Fake Employee Benefits Fraud,"Urgency, Common Name, Lack of Information",
T00000241,"Fraudster (F): Hi, I'm representing a client and need to verify their account details for a legal case. CSA: I can assist with that. Can you provide the account number for verification? F: I don't have it. The phone number is (555) 567-1234. CSA: Can you confirm the billing address on the account? F: I don’t have that info. This is urgent for the case.",Fake Legal Representation Fraud,"Urgency, Common Name, Lack of Information",
T00000242,"Fraudster (F): Hi, I need to verify my account details to access an online learning platform. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Noah Green, and my phone number is (555) 678-2345. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This access is urgent.",Fake Online Learning Platform Fraud,"Urgency, Common Name, Lack of Information",
T00000243,"Fraudster (F): Hi, I need to verify my account details to purchase a property. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Olivia Brown, and my phone number is (555) 789-3456. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This purchase is urgent.",Fake Real Estate Purchase Fraud,"Urgency, Common Name, Lack of Information",
T00000244,"Fraudster (F): Hi, I need to verify my account details for a loan pre-approval. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Ethan Black, and my phone number is (555) 890-4567. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This pre-approval is urgent.",Fake Loan Pre-Approval Fraud,"Urgency, Common Name, Lack of Information",
T00000245,"Fraudster (F): Hi, I need to verify my account details to access my health savings account. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Mia White, and my phone number is (555) 901-5678. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This access is urgent.",Fake Health Savings Account Fraud,"Urgency, Common Name, Lack of Information",
T00000246,"Fraudster (F): Hi, I need to verify my account details for a tax audit. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Lucas Green, and my phone number is (555) 012-6789. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This audit is urgent.",Fake Tax Audit Fraud,"Urgency, Common Name, Lack of Information",
T00000247,"Fraudster (F): Hi, I need to set up a corporate account and verify my details. CSA: I can assist with that. Can you provide your account number? F: I don't have it. My name is Sophia Brown, and my phone number is (555) 123-7890. CSA: Can you confirm your billing address? F: I moved recently and don’t recall the old address. This setup is urgent.",Fake Corporate Account Setup Fraud,"Urgency, Common Name, Lack of Information",
T00000248,"Fraudster (F): Hi, I need to verify my account details to pay my rent. CSA: I can help with that. Can you provide your account number? F: I don't have it. My name is Henry Black, and my phone number is (555) 234-8901. CSA: Can you confirm your billing address? F: I moved recently and don’t remember the old address. This payment is urgent.",Fake Rent Payment Fraud,"Urgency, Common Name, Lack of Information",
T00000249,"FC: Hi, I got a notification about suspicious activity on my account. Can you help me check it?

CCR: Sure, can you provide your account details to verify your identity?

FC: My name is Amy Davis, my address is 678 Aspen Avenue, and the last four of my Social are 2345.

CCR: Thank you. Can you also provide your account passcode?

FC: I forgot it. Can you tell me what email or phone number is on file for my account?",Fake Pension Plan Setup Fraud,"Suspicious Activity Claim, Providing Partial Information, Forgotten Passcode, Request for Sensitive Information",
T00000250,"However every beat test traditional put organization. Official million home space plan.
Free stuff tFC: Hi, I need a copy of my recent account statement. Can you email it to me?

CCR: Sure, I can help with that. Can you please verify your account information?

FC: My name is John White, my address is 345 Oak Lane, and the last four of my Social are 6789.

CCR: Thank you. Can you provide your account passcode?

FC: I don't remember setting a passcode. Can you reset it for me?

CCR: I'll need to send a one-time PIN to the phone number on file.

FC: I can't receive it right now. Can you send it to my email instead?his. Watch discuss long assume. Physical always market sometimes stay them reality.","Fake Business Grant Application Fraud, Forgotten Passcode, ","Suspicious Activity Claim, Providing Partial Information, Forgotten Passcode, Request for Sensitive Information",
T00000251,"FC: Hi, I need a copy of my recent account statement. Can you email it to me?

CCR: Sure, I can help with that. Can you please verify your account information?

FC: My name is John White, my address is 345 Oak Lane, and the last four of my Social are 6789.

CCR: Thank you. Can you provide your account passcode?

FC: I don't remember setting a passcode. Can you reset it for me?

CCR: I'll need to send a one-time PIN to the phone number on file.

FC: I can't receive it right now. Can you send it to my email instead?",Fake Account Merge Fraud,"Request for Account Statement, Providing Partial Information, Forgotten Passcode, Request to Change Verification Method",
T00000252," Hi, I need to update my email and phone number on my account. I just switched providers and got a new email.

CCR: I can help with that. Can you please verify your current account information?

FC: My name is James Wilson, my address is 456 Oak Avenue, and the last four of my Social are 1234.

CCR: Thank you. Can you also provide your account passcode?

FC: I don't remember it. Can you help me reset it?

CCR: I'll need to send a one-time PIN to your registered phone number.

FC: I don't have access to that number anymore. Can you send it to my new number or email?

CCR: I'm sorry, but we need to verify through the current number. Is there any way you can receive the PIN?

FC: No, I can't. I really need to update this information urgently. Can you make an exception?
",Fake Payment Gateway Setup Fraud,"Providing Partial Information, Forgotten Passcode, Request to Change Verification Method, Urgency",
T00000253,"FC: Hi, I need to activate a new SIM card because I lost my phone.

CCR: I'm sorry to hear that. Let's get that sorted out. Can you please verify your account information?

FC: My name is Linda Carter, my address is 789 Pine Street, and the last four of my Social are 8765.

CCR: Thank you. Can you provide your account passcode?

FC: I forgot my passcode. Can you reset it for me?

CCR: I'll need to send a one-time PIN to your registered phone number.

FC: I can't receive it since I lost my phone. Can you send it to my email instead?

(While waiting)

FC: By the way, I also need to transfer some funds to my other account. Can you help with that?

CCR: I'm afraid I can't assist with financial transactions. You need to contact our banking department.",Fake Legal Aid Application Fraud,"Providing Partial Information, Forgotten Passcode, Request to Change Verification Method",
T00000254,"Fraudster (FC): Hi, I'm calling about an issue with an online auction I participated in. I need some help with my account.
Customer Care Representative (CCR): Thank you for calling customer support, this is Alex. How can I assist you today?
FC: Hi Alex, this is Michael Thompson. I recently won an auction, but I haven't received the item yet. Can you help me track it down and verify my account details?
CCR: Of course, Michael. I'd be happy to assist you. For security purposes, can you please verify your account information?
FC: Sure, my name is Michael Thompson, my address is 789 Pine Street, and the last four of my Social Security number are 8765.
CCR: Thank you, Michael. Can you also provide your account passcode or PIN?
FC: I don't remember setting a passcode. Can you reset it for me?
CCR: For security reasons, I will need to send a one-time PIN to the phone number we have on file. Can you confirm that number for me?
FC: I can't receive it right now because I'm traveling. Can you send it to my email instead?
CCR: I'm sorry, but we need to verify through the current number. Is there any way you can receive the PIN?
FC: No, I can't access my phone at the moment. I really need to get this sorted out urgently. Can you make an exception?
CCR: I'm afraid I can't make any exceptions to our security protocols. For your protection, we must verify through the current number.
FC: Okay, but I also need to update my shipping address for future auctions. Can you help me with that?
CCR: Certainly. Once we verify your identity, we can proceed with updating your shipping address.
FC: Look, I really need to get this done quickly. Can you just help me without the PIN?
CCR: I'm sorry, but for security reasons, we cannot bypass the verification process. If you're unable to receive the PIN, I recommend contacting us once you have access to your phone. Alternatively, you can visit one of our stores with a valid ID to update your information.
FC: This is really inconvenient. I guess I'll have to call back later. Thanks for nothing.
CCR: I'm sorry for the inconvenience, but your security is our top priority. Have a good day.
FC: Yeah, goodbye.
CCR: Goodbye.",Fake Online Auction Fraud,"Auction Win Claim:, Providing Partial Information, Forgotten Passcode, Request to Change Verification Method, Urgency",
T00000255,"Fraudster (FC): Hi, I'm calling from the HR department. We need to verify some employee account details for our records.
Customer Care Representative (CCR): Thank you for calling customer support, this is Sarah. How can I assist you today?
FC: Hi Sarah, this is Mark Davis from HR. We need to verify some account details for one of our employees, John Smith. Can you help me with that?
CCR: Of course, Mark. I'd be happy to assist you. For security purposes, can you please provide your employee ID and the department you work in?
FC: Sure, my employee ID is 5678, and I work in the HR department.
CCR: Thank you. Can you also provide the employee's full name, address, and the last four digits of their Social Security number?
FC: Yes, the employee's full name is John Smith, his address is 123 Maple Avenue, and the last four digits of his Social are 4321.
CCR: Thank you, Mark. Can you tell me what specific details you need to verify?
FC: We need to verify John's account number and the phone number on file.
CCR: For security reasons, I'm not able to provide account numbers or phone numbers over the phone. However, I can confirm the information if you provide it.
FC: I understand. The account number we have on file is ***********, and the phone number is (555) 123-4567. Can you confirm if these are correct?
CCR: For security purposes, I will need to send a verification code to the phone number on file. Can you confirm that John will be able to receive this code?
FC: Actually, John is unavailable right now. Can you send it to my email instead?
CCR: I'm sorry, but for security reasons, we can only send the verification code to the phone number on file. Is there any other way we can proceed?
FC: No, I need this information urgently for our records. Can you make an exception just this once?
CCR: I'm afraid I can't make any exceptions to our security protocols. If John is unable to receive the code, I recommend having him contact us directly to verify his information.
FC: This is really inconvenient. I guess I'll have to find another way. Thanks for nothing.
CCR: I'm sorry for the inconvenience, but your security is our top priority. Have a good day.
FC: Yeah, goodbye.
CCR: Goodbye.",Fake Employee Verification Fraud,"Impersonation, Providing Partial Information, Request for Sensitive Information, Request to Change Verification Method, Urgent",
T00000256,"Old human hard pFC: Hi, I received a notification about suspicious activity on my account. Can you help me check it?

CCR: Sure, can you provide your account details to verify your identity?

FC: My name is Sarah White, my address is 456 Elm Street, and the last four of my Social are 8765.

CCR: Thank you. Can you also provide your account passcode?

FC: I forgot it. Can you tell me what email or phone number is on file for my account?ossible may. He court would program.
Here understand smile see investment. Interesting summer hit leave design area seven red. One forward become tree green practice.",Fake Mortgage Approval Fraud,"Providing Partial Information, Forgotten Passcode, Request to Change Verification Method",
T00000257,"Fraudster (FC): Hi, I'm calling to provide some feedback on a recent service I received. I was told I could win a prize for participating in your customer feedback program.
Customer Care Representative (CCR): Thank you for calling customer support, this is Emma. How can I assist you today?
FC: Hi Emma, this is Karen Miller. I recently had a service appointment, and I'd like to provide feedback. I was also told I might win a prize for participating. Can you help me with that?
CCR: Of course, Karen. I'd be happy to assist you. For security purposes, can you please verify your account information?
FC: Sure, my name is Karen Miller, my address is 456 Birch Lane, and the last four digits of my Social Security number are 9876.
CCR: Thank you, Karen. Can you also provide your account passcode or PIN?
FC: I don't remember setting a passcode. Can you reset it for me?
CCR: For security reasons, I will need to send a one-time PIN to the phone number we have on file. Can you confirm that number for me?
FC: I can't receive it right now because my phone is not with me. Can you send it to my email instead?
CCR: I'm sorry, but we need to verify through the current number. Is there any other way you can receive the PIN?
FC: No, I can't access my phone at the moment. I really need to complete this feedback to be eligible for the prize. Can you make an exception?
CCR: I'm afraid I can't make any exceptions to our security protocols. For your protection, we must verify through the current number.
FC: Okay, I understand. But can you at least tell me what email or phone number is on file for my account so I can check it later?
CCR: For security reasons, I cannot reveal that information. However, I can send a verification code to the email or phone number on file. Once you receive the code, please provide it to proceed.
FC: This is really inconvenient. I guess I'll have to call back later. Thanks for nothing.
CCR: I'm sorry for the inconvenience, but your security is our top priority. Have a good day.
FC: Yeah, goodbye.
CCR: Goodbye.",Fake Customer Feedback Program Fraud,"Forgotten Passcode, Providing Partial Information, Request for Sensitive Information, Request to Change Verification Method, Urgency",
T00000258,"Fraudster (FC): Hi, I'm a freelance contractor and I need to verify my account details to receive my payment.
Customer Care Representative (CCR): Thank you for calling customer support, this is John. How can I assist you today?
FC: Hi John, this is Alex Turner. I recently completed a project, and I need to verify my account details to make sure my payment goes through. Can you help me with that?
CCR: Of course, Alex. I'd be happy to assist you. For security purposes, can you please verify your account information?
FC: Sure, my name is Alex Turner, my address is 101 First Avenue, and the last four digits of my Social Security number are 5678.
CCR: Thank you, Alex. Can you also provide your account passcode or PIN?
FC: I don't remember setting a passcode. Can you reset it for me?
CCR: For security reasons, I will need to send a one-time PIN to the phone number we have on file. Can you confirm that number for me?
FC: I can't receive it right now because my phone is not with me. Can you send it to my email instead?
CCR: I'm sorry, but we need to verify through the current number. Is there any other way you can receive the PIN?
FC: No, I can't access my phone at the moment. I really need to verify this information urgently to receive my payment. Can you make an exception?
CCR: I'm afraid I can't make any exceptions to our security protocols. For your protection, we must verify through the current number.
FC: Okay, I understand. But can you at least tell me what email or phone number is on file for my account so I can check it later?
CCR: For security reasons, I cannot reveal that information. However, I can send a verification code to the email or phone number on file. Once you receive the code, please provide it to proceed.
FC: This is really inconvenient. I guess I'll have to call back later. Thanks for nothing.",Fake Freelance Payment Fraud,"Forgotten Passcode, Providing Partial Information, Request for Sensitive Information, Request to Change Verification Method, Urgency",
T00000259,"Fraudster (FC): Hi, I need to update my subscription box service details. Can you help me with that?
Customer Care Representative (CCR): Thank you for calling customer support, this is Emma. How can I assist you today?
FC: Hi Emma, this is Jessica Brown. I recently moved and I need to update my shipping address and payment information for my subscription box service. Can you help me with that?
CCR: Of course, Jessica. I'd be happy to assist you. For security purposes, can you please verify your account information?
FC: Sure, my name is Jessica Brown, my address is 123 Oak Lane, and the last four digits of my Social Security number are 5678.
CCR: Thank you, Jessica. Can you also provide your account passcode or PIN?
FC: I don't remember setting a passcode. Can you reset it for me?
CCR: For security reasons, I will need to send a one-time PIN to the phone number we have on file. Can you confirm that number for me?
FC: I can't receive it right now because my phone is not with me. Can you send it to my email instead?
CCR: I'm sorry, but we need to verify through the current number. Is there any other way you can receive the PIN?
FC: No, I can't access my phone at the moment. I really need to update this information urgently to ensure I receive my next box. Can you make an exception?
CCR: I'm afraid I can't make any exceptions to our security protocols. For your protection, we must verify through the current number.
FC: Okay, I understand. But can you at least tell me what email or phone number is on file for my account so I can check it later?
CCR: For security reasons, I cannot reveal that information. However, I can send a verification code to the email or phone number on file. Once you receive the code, please provide it to proceed.
FC: This is really inconvenient. I guess I'll have to call back later. Thanks for nothing.
CCR: I'm sorry for the inconvenience, but your security is our top priority. Have a good day.
FC: Yeah, goodbye.
CCR: Goodbye.",Fake Subscription Box Service Fraud,"Forgotten Passcode, Providing Partial Information, Request for Sensitive Information, Request to Change Verification Method, Urgency",
T00000260,"Fraudster (FC): Hi, I need to set up a new retirement account. Can you help me with that?
Customer Care Representative (CCR): Thank you for calling customer support, this is Emma. How can I assist you today?
FC: Hi Emma, this is Robert Harris. I want to set up a new retirement account and transfer funds from my existing account. Can you help me with that?
CCR: Of course, Robert. I'd be happy to assist you. For security purposes, can you please verify your current account information?
FC: Sure, my name is Robert Harris, my address is 789 Cedar Street, and the last four digits of my Social Security number are 3456.
CCR: Thank you, Robert. Can you also provide your account passcode or PIN?
FC: I don't remember setting a passcode. Can you reset it for me?
CCR: For security reasons, I will need to send a one-time PIN to the phone number we have on file. Can you confirm that number for me?
FC: I can't receive it right now because my phone is not with me. Can you send it to my email instead?
CCR: I'm sorry, but we need to verify through the current number. Is there any other way you can receive the PIN?
FC: No, I can't access my phone at the moment. I really need to get this account set up urgently. Can you make an exception?
CCR: I'm afraid I can't make any exceptions to our security protocols. For your protection, we must verify through the current number.
FC: Okay, I understand. But can you at least tell me what email or phone number is on file for my account so I can check it later?
CCR: For security reasons, I cannot reveal that information. However, I can send a verification code to the email or phone number on file. Once you receive the code, please provide it to proceed.
FC: This is really inconvenient. I guess I'll have to call back later. Thanks for nothing.
CCR: I'm sorry for the inconvenience, but your security is our top priority. Have a good day.
FC: Yeah, goodbye.
CCR: Goodbye.",Fake Retirement Account Setup Fraud,"Forgotten Passcode, Providing Partial Information, Request for Sensitive Information, Request to Change Verification Method, Urgency",
T00000261,"Fraudulent Customer (FC): Hi, I'm having trouble accessing my account. I think someone might have hacked it. Can you help me secure it?

Call Center Representative (CCR): I'm sorry to hear that. Let's get your account secured. Can you please verify your full name, address, and the last four digits of your Social Security number?

FC: Sure, my name is Emily Johnson, my address is 789 Maple Street, and the last four of my Social are 4321.

CCR: Thank you. Can you also provide your account passcode or PIN?

FC: I don't remember setting a passcode. Can you reset it for me?

CCR: For security reasons, I will need to send a one-time PIN to the phone number we have on file. Can you confirm that number for me?

FC: I can't access that number right now. Can you send it to my email instead?
Single memory role career necessary every international. Born doctor admit when east.",Account Hacked Claim Verification Attempt,"Hacked Account Claim, Providing Partial Information, Forgotten Passcode, Request to Change Verification Method",
T00000262,"FC: Hi, I received a notification about a suspicious activity on my account. Can you help me check it?
CCR: Sure, can you provide your account details to verify your identity?
FC: My name is Jane Smith, my address is 456 Elm St, and the last four of my Social are 1234.
CCR: Thank you. Can you also provide your account passcode?
FC: I forgot it. Can you tell me what email or phone number is on file for my account?
Although her kid on one. Across central team shake. Vote short focus station year begin seek.",Suspicious Activity Notification Verification Attempt,"Suspicious Activity Claim, Providing Partial Information, Forgotten Passcode, Request for Sensitive Information",
T00000263,"FC: Hi, I lost my phone and I need to activate a new SIM card.
CCR: I'm sorry to hear that. Can you please verify your account information?
FC: My name is John Doe, my address is 123 Main St, and the last four of my Social are 5678.
CCR: Thank you. Can you provide your account passcode?
FC: I forgot my passcode. Can you reset it for me?
CCR: I'll need to send a one-time PIN to your registered phone number.
FC: I can't receive it since I lost my phone. Can you send it to my email instead?",Lost Phone SIM Card Activation Verification Attempt,"Providing Partial Information, Forgotten Passcode,Request to Change Verification Method, Urgency",
T00000264,"CCR: Thank you for calling [Company Name]. My name is [Representative Name]. How can I assist you today?

FC: Hi, I need to change the SIM card on my phone. I lost my phone and I need a new SIM activated.

CCR: I'm sorry to hear that you lost your phone. I'd be happy to assist you with that. For security purposes, can you please verify your account information? I'll need your full name, address, and the last four digits of your Social Security number.

FC: Sure, my name is John Smith, my address is 123 Main Street, Anytown, USA, and the last four digits of my Social are 1234.

CCR: Thank you, John. I appreciate your cooperation. Can you also provide me with the account passcode or PIN?

FC: Oh, I don't remember setting a passcode. Could you reset it for me?

CCR: Unfortunately, I can't reset the passcode without proper verification. Let me ask you a few security questions based on your account information. What is your mother's maiden name?

FC: It's Johnson.

CCR: Thank you. That matches our records. I will now send a one-time PIN to the phone number listed on your account. Please provide me with the code once you receive it.

FC: Actually, I don't have access to that number since I lost my phone. Can you send it to my email instead?

CCR: For security reasons, we can only send the one-time PIN to the phone number on file. Is there any other way you can access your old phone number?

FC: No, I can't access it. Can we skip this step? I really need to get this done quickly.

CCR: I understand your urgency, but we must follow our verification process to protect your account. If you can't receive the one-time PIN, we have to verify your identity in person at one of our stores.

FC: This is really inconvenient. I just need to get my new SIM working. I have all my details. Isn't there another way?

CCR: I'm afraid not, sir. Our verification process is in place for your security. If you visit one of our stores with a valid ID, they can assist you further.

FC: Fine, I’ll go to a store. Thanks for nothing.

CCR: I'm sorry for the inconvenience, but your security is our top priority. Have a good day.",Lost Phone SIM Card Replacement Verification Attempt,"Providing Partial Information, Forgotten Passcode,Request to Change Verification Method, Urgency",
